Modèle,État,Année-Modèle,Marque,Origine,Kilométrage,Première main,Nombre de portes,carburant,Ville,boite,puissance,price
A3,Très bon,2015,Audi,Dédouanée,154999.5,Non,5,Diesel,Fès,,12 CV,148000.0
Nemo,Très bon,2015,Citroen,WW au Maroc,274999.5,Non,5,Diesel,Fès,,8 CV,168000.0
Punto,Excellent,2010,Fiat,WW au Maroc,184999.5,Oui,3,,Tanger,Automatique,8 CV,235000.0
GOLF 8,Très bon,2021,Volkswagen,Importée neuve,42499.5,Oui,5,Diesel,Meknès,Manuelle,,82000.0
Touareg,Très bon,2011,Volkswagen,WW au Maroc,184999.5,Non,5,,Agadir,Manuelle,6 CV,47000.0
XE,Très bon,2017,Jaguar,WW au Maroc,42499.5,Oui,5,Diesel,Tanger,,8 CV,470000.0
GOLF 7,Très bon,2014,Volkswagen,Dédouanée,184999.5,Oui,5,Diesel,Tanger,,12 CV,140000.0
Captur,Très bon,2013,Renault,WW au Maroc,144999.5,Non,5,Diesel,Tanger,,8 CV,255000.0
220,Très bon,2013,Mercedes-Benz,Importée neuve,144999.5,Non,5,,Tanger,Automatique,8 CV,235000.0
sandero_stepway,Très bon,2018,Dacia,WW au Maroc,114999.5,Oui,5,Diesel,Rabat,Manuelle,,108000.0
Jazz,Excellent,2017,Honda,WW au Maroc,52499.5,Oui,5,,Tanger,Automatique,9 CV,215000.0
Doblo,Excellent,2012,Fiat,WW au Maroc,224999.5,Non,5,Diesel,Casablanca,,6 CV,123000.0
Passat,Bon,2002,Volkswagen,WW au Maroc,324999.5,Non,5,Essence,Tanger,,8 CV,134000.0
Classe A,,2013,Mercedes-Benz,Importée neuve,2499.5,Oui,5,Diesel,Casablanca,,5 CV,75000.0
Ducato,Très bon,2019,Fiat,WW au Maroc,104999.5,Oui,5,,Kénitra,Manuelle,8 CV,60000.0
Tucson,Très bon,2016,Hyundai,WW au Maroc,184999.5,Non,5,Diesel,Fès,,7 CV,195000.0
405,Excellent,2008,Peugeot,Dédouanée,274999.5,Non,5,Diesel,Casablanca,Manuelle,,160000.0
Cherokee,Très bon,2018,Jeep,WW au Maroc,62499.5,Oui,5,,Fès,Automatique,6 CV,205000.0
Clio,Excellent,2015,Renault,WW au Maroc,82499.5,Oui,5,,Agadir,Manuelle,8 CV,20000.0
GOLF 6,Excellent,2011,Volkswagen,WW au Maroc,184999.5,,5,Diesel,Fès,Automatique,,295000.0
Clio,Excellent,2018,Renault,WW au Maroc,124999.5,Non,5,,Casablanca,Automatique,9 CV,129000.0
Uno,Très bon,1996,Fiat,WW au Maroc,324999.5,Non,5,,Oujda,Manuelle,6 CV,112000.0
Corolla,,2010,Toyota,,194999.5,,,,Salé,Manuelle,6 CV,130000.0
megane_4,Très bon,2019,Renault,WW au Maroc,62499.5,Oui,5,Essence,Agadir,,6 CV,25000.0
L200,6,2021,Mitsubishi,WW au Maroc,67499.5,Oui,5,Diesel,Agadir,,5 CV,81000.0
Ateca,Excellent,2020,Seat,WW au Maroc,62499.5,Non,5,Diesel,Casablanca,,6 CV,198000.0
Berlingo,Très bon,2018,Citroen,WW au Maroc,114999.5,Oui,5,,Kénitra,Automatique,8 CV,300000.0
Astra,,2000,Opel,,32499.5,,5,,Salé,Automatique,8 CV,248000.0
Picanto,Correct,2007,Kia,WW au Maroc,224999.5,Non,5,,Tanger,Manuelle,6 CV,129000.0
Atos Prime,Bon,2005,Hyundai,WW au Maroc,224999.5,Non,5,Diesel,Safi,,7 CV,45000.0
407,Bon,2006,Peugeot,WW au Maroc,274999.5,Non,5,,Rabat,Manuelle,6 CV,50000.0
TIPO,,2019,Fiat,,114999.5,,,,Rabat,Manuelle,6 CV,42000.0
GOLF 6,6,2012,Volkswagen,Dédouanée,224999.5,Non,5,,Casablanca,Manuelle,8 CV,55000.0
Tiguan,Excellent,2015,Volkswagen,WW au Maroc,124999.5,Non,5,Diesel,Rabat,nan,,126000.0
Duster,Très bon,2014,Dacia,,134999.5,,,Diesel,Agadir,,6 CV,149000.0
Kadjar,6,2017,Renault,WW au Maroc,104999.5,Oui,5,Diesel,Fès,Manuelle,,175000.0
Classe CLA,6,2022,Mercedes-Benz,WW au Maroc,12499.5,Oui,5,Diesel,Khénifra,nan,,105000.0
Ranger,Très bon,2008,Ford,WW au Maroc,72499.5,,3,Diesel,Tanger,Automatique,,179000.0
Duster,Très bon,2011,Dacia,WW au Maroc,164999.5,Non,5,Diesel,Casablanca,Automatique,,460000.0
Caddy,Excellent,2019,Volkswagen,WW au Maroc,2499.5,Non,5,Diesel,Kénitra,,8 CV,65000.0
Clio,,2002,Renault,Dédouanée,324999.5,,5,Diesel,Tanger,,6 CV,99000.0
TIPO,,2019,Fiat,,92499.5,,,Diesel,Casablanca,Manuelle,,143000.0
Serie 1,Excellent,2021,BMW,Importée neuve,32499.5,Non,5,Diesel,Casablanca,,6 CV,53000.0
Logan,Excellent,2010,Dacia,WW au Maroc,114999.5,Non,5,Diesel,Casablanca,nan,,126000.0
Giulietta,6,2011,Alfa Romeo,WW au Maroc,224999.5,Non,5,Diesel,Tanger,Automatique,,520000.0
Fluence,6,2016,Renault,WW au Maroc,184999.5,Oui,,Diesel,Casablanca,Manuelle,,68000.0
Focus,Très bon,2018,Ford,WW au Maroc,114999.5,Non,5,,Temara,Manuelle,6 CV,102000.0
Ducato,Très bon,2018,Fiat,WW au Maroc,194999.5,Oui,5,Diesel,Tanger,,6 CV,102000.0
Touareg,Excellent,2018,Volkswagen,Importée neuve,92499.5,Non,,Diesel,Kénitra,,6 CV,146000.0
Passat,Très bon,2008,Volkswagen,Dédouanée,274999.5,,5,Diesel,Tanger,Manuelle,,159000.0
Accord,6,2009,Honda,WW au Maroc,164999.5,,5,Diesel,Casablanca,Automatique,,380000.0
Classe A,Excellent,2019,Mercedes-Benz,Dédouanée,114999.5,Non,5,Diesel,Guercif,Manuelle,,105000.0
Megane Coupe,,2010,Renault,,154999.5,,,,Rabat,Manuelle,11 CV,75000.0
GOLF 7,Très bon,2014,Volkswagen,Dédouanée,194999.5,,5,Diesel,Tanger,,9 CV,400000.0
Clio,6,2019,Renault,WW au Maroc,144999.5,Oui,5,Diesel,Rabat,nan,,83000.0
fullback,Très bon,2017,Fiat,WW au Maroc,124999.5,Non,5,Diesel,Oujda,Manuelle,,138000.0
19,Bon,1989,Renault,,224999.5,,5,Diesel,Marrakech,Automatique,,120000.0
sandero_stepway,Excellent,2018,Dacia,WW au Maroc,32499.5,Oui,5,Diesel,Tétouan,Manuelle,,165000.0
Elantra,Bon,2015,Hyundai,WW au Maroc,194999.5,Non,5,nan,Fès,,7 CV,32000.0
Renegade,Excellent,2019,Jeep,WW au Maroc,82499.5,Oui,5,,Kénitra,Manuelle,6 CV,120000.0
Logan,Bon,2013,Dacia,WW au Maroc,134999.5,Non,5,Diesel,Marrakech,,6 CV,135000.0
X5,,2009,BMW,WW au Maroc,164999.5,Oui,5,Diesel,Casablanca,Automatique,,205000.0
RAV 4,Très bon,2006,Toyota,Dédouanée,184999.5,Non,5,Diesel,Marrakech,Manuelle,,76000.0
COCCINELLE,Excellent,2019,Volkswagen,WW au Maroc,52499.5,Oui,3,Diesel,Casablanca,Automatique,,75000.0
Dokker,Très bon,2019,Dacia,WW au Maroc,114999.5,Non,5,,Marrakech,Manuelle,8 CV,100000.0
C-Elysée,Très bon,2017,Citroen,WW au Maroc,72499.5,Oui,5,,Marrakech,Automatique,9 CV,238000.0
Corolla,Très bon,2019,Toyota,WW au Maroc,104999.5,Oui,5,Diesel,Marrakech,,6 CV,115000.0
Q2,Très bon,2020,Audi,WW au Maroc,37499.5,Oui,5,,Casablanca,Manuelle,6 CV,100000.0
205,Bon,1986,Peugeot,Dédouanée,7499.5,,,Diesel,Rabat,Manuelle,,143000.0
X5,Très bon,2008,BMW,Dédouanée,274999.5,Non,5,,Tanger,Automatique,8 CV,290000.0
Duster,Excellent,2018,Dacia,WW au Maroc,104999.5,Non,5,,Casablanca,Manuelle,7 CV,27000.0
XE,Excellent,2017,Jaguar,,92499.5,Oui,,Diesel,Marrakech,Automatique,,95000.0
Dokker Van,Excellent,2019,Dacia,WW au Maroc,97499.5,Oui,5,Diesel,Safi,,7 CV,145000.0
C-ELYSEE,Très bon,2019,Citroen,WW au Maroc,104999.5,Non,5,Diesel,Casablanca,Automatique,,260000.0
Classe C,Excellent,2016,Mercedes-Benz,Dédouanée,124999.5,Non,5,Diesel,Tanger,Manuelle,,105000.0
Logan,Très bon,2022,Dacia,WW au Maroc,37499.5,Oui,5,Diesel,Marrakech,,6 CV,105000.0
208,Très bon,2021,Peugeot,WW au Maroc,47499.5,Oui,5,Diesel,Oujda,Automatique,,425000.0
C4 CACTUS,Excellent,2016,Citroen,WW au Maroc,104999.5,Oui,5,Essence,Marrakech,Automatique,,127000.0
Punto,6,2013,Fiat,WW au Maroc,134999.5,,5,Diesel,Marrakech,Manuelle,,158000.0
FIORINO,Très bon,2021,Fiat,WW au Maroc,62499.5,Oui,5,Diesel,Casablanca,,6 CV,135000.0
Galaxy,Très bon,2007,Ford,Dédouanée,194999.5,Non,5,Diesel,El Jadida,Manuelle,,77000.0
Serie 2,Très bon,2021,BMW,WW au Maroc,72499.5,Oui,5,Diesel,Marrakech,,5 CV,120000.0
Alto,Excellent,2008,Suzuki,,134999.5,,,Diesel,Marrakech,,8 CV,110000.0
Classe C,6,2019,Mercedes-Benz,Pas encore dédouanée,144999.5,Oui,,Diesel,Tanger,Automatique,,350000.0
Caddy,Très bon,2019,Volkswagen,WW au Maroc,92499.5,Oui,5,Essence,Meknès,nan,,38000.0
Serie 1,Bon,2016,BMW,WW au Maroc,174999.5,Non,5,,Casablanca,Automatique,8 CV,490000.0
Logan,6,2022,Dacia,WW au Maroc,7499.5,,5,,Marrakech,Manuelle,8 CV,168000.0
Passat,Bon,2012,Volkswagen,WW au Maroc,184999.5,Non,5,,Rabat,Manuelle,6 CV,178000.0
Ghibli,Très bon,2014,Maserati,WW au Maroc,124999.5,Non,5,Diesel,Taza,Manuelle,,150000.0
Mustang,Bon,2018,Ford,Dédouanée,104999.5,Non,3,Diesel,Rabat,,8 CV,129000.0
Mustang,Très bon,2019,Ford,Dédouanée,72499.5,Non,3,Diesel,Rabat,Automatique,,320000.0
208,Bon,2019,Peugeot,WW au Maroc,87499.5,Oui,5,Essence,Rabat,,13 CV,320000.0
Duster,Excellent,2020,Dacia,WW au Maroc,77499.5,,,Essence,Rabat,Automatique,,360000.0
Serie 5,6,2013,BMW,WW au Maroc,194999.5,Oui,5,Diesel,Kénitra,Manuelle,,130000.0
Range Rover Evoque,Très bon,2018,Land Rover,WW au Maroc,124999.5,Oui,5,Diesel,Casablanca,Automatique,,162000.0
Giulietta,Très bon,2021,Alfa Romeo,WW au Maroc,62499.5,Oui,5,Diesel,Casablanca,,8 CV,176000.0
TIPO,Très bon,2021,Fiat,WW au Maroc,52499.5,Oui,5,Diesel,Marrakech,,8 CV,318000.0
Grand Cherokee,Très bon,2005,Jeep,WW au Maroc,274999.5,Non,5,Diesel,Marrakech,,6 CV,215000.0
serie_1_coupe,Très bon,2020,BMW,WW au Maroc,67499.5,Oui,5,Diesel,Marrakech,,5 CV,120000.0
Carens,Très bon,2011,Kia,WW au Maroc,224999.5,Non,5,Diesel,Marrakech,Automatique,,55000.0
190,Très bon,1992,Mercedes-Benz,Dédouanée,2499.5,Non,5,,Marrakech,Automatique,6 CV,267000.0
Fiesta,Bon,2010,Ford,WW au Maroc,154999.5,Non,5,Diesel,Kénitra,Automatique,,90000.0
X6,Très bon,2009,BMW,Importée neuve,224999.5,Non,5,Diesel,Marrakech,,8 CV,67000.0
3008,6,2021,Peugeot,WW au Maroc,12499.5,Oui,5,,Salé,Manuelle,7 CV,63000.0
Dokker,Très bon,2019,Dacia,WW au Maroc,124999.5,Oui,5,Diesel,Rabat,Automatique,,130000.0
Polo,6,2022,Volkswagen,Importée neuve,7499.5,Oui,5,Diesel,Casablanca,Automatique,,346000.0
208,Très bon,2018,Peugeot,WW au Maroc,114999.5,Oui,5,,Tanger,Manuelle,6 CV,102000.0
Serie 4 gran coupé,Très bon,2017,BMW,WW au Maroc,77499.5,Oui,5,,Marrakech,Automatique,8 CV,390000.0
Macan,Excellent,2015,Porsche,Importée neuve,134999.5,Non,5,,Fès,Manuelle,6 CV,109000.0
Doblo,Très bon,2021,Fiat,,104999.5,Oui,5,Diesel,Tanger,Automatique,,280000.0
Clio,Excellent,2021,Renault,WW au Maroc,97499.5,Oui,5,Diesel,Casablanca,Automatique,,420000.0
208,Excellent,2017,Peugeot,WW au Maroc,164999.5,Non,5,Diesel,Casablanca,Manuelle,,110000.0
Classe C,Très bon,2018,Mercedes-Benz,WW au Maroc,72499.5,Oui,5,Diesel,Casablanca,,6 CV,128000.0
Grand Cherokee,Excellent,2017,Jeep,,67499.5,Oui,5,Diesel,Salé,Manuelle,,95000.0
Tucson,6,2021,Hyundai,WW au Maroc,22499.5,Oui,5,Diesel,Casablanca,Automatique,,284000.0
A4,Très bon,2016,Audi,Dédouanée,224999.5,Non,5,Diesel,Casablanca,,12 CV,240000.0
Astra,Très bon,2000,Opel,Dédouanée,2499.5,Oui,3,,Tanger,Automatique,6 CV,309000.0
190,Très bon,1992,Mercedes-Benz,Pas encore dédouanée,2499.5,Non,5,Diesel,Tanger,Automatique,,230000.0
CC,Très bon,2016,Volkswagen,WW au Maroc,154999.5,Non,5,Diesel,Nador,Automatique,,56000.0
Ioniq Hybrid,Excellent,2018,Hyundai,WW au Maroc,77499.5,Non,5,Diesel,Nador,Manuelle,,52000.0
Touran,Très bon,2016,Volkswagen,Dédouanée,224999.5,,5,Diesel,Rabat,Automatique,,179999.0
Fiesta,Bon,2018,Ford,WW au Maroc,92499.5,Non,5,,Mohammedia,Automatique,9 CV,179000.0
Logan,Très bon,2018,Dacia,WW au Maroc,82499.5,Non,5,Diesel,Tanger,Automatique,,305000.0
500,Excellent,2019,Fiat,WW au Maroc,12499.5,Oui,3,,Kénitra,Manuelle,6 CV,120000.0
Classe C,Excellent,2019,Mercedes-Benz,Dédouanée,104999.5,,5,,Fès,Manuelle,6 CV,79000.0
Tucson,Très bon,2021,Hyundai,WW au Maroc,27499.5,Oui,5,Essence,Casablanca,Automatique,,135000.0
i 10,Très bon,2009,Hyundai,WW au Maroc,134999.5,Non,5,Diesel,Casablanca,Automatique,,458000.0
220,,1997,Mercedes-Benz,,224999.5,,,Diesel,Casablanca,Automatique,,325000.0
Sandero,Très bon,2014,Dacia,WW au Maroc,87499.5,Non,5,Essence,El Jadida,,6 CV,57000.0
Kuga,Très bon,2013,Ford,WW au Maroc,114999.5,Non,5,Diesel,Rabat,Manuelle,,47000.0
A5,Excellent,2012,Audi,WW au Maroc,174999.5,Oui,5,Diesel,Casablanca,Manuelle,,75000.0
Serie 3,Excellent,2013,BMW,WW au Maroc,144999.5,Non,5,Diesel,Rabat,,8 CV,138000.0
Juke,Très bon,2014,Nissan,,134999.5,,5,Diesel,Casablanca,,8 CV,175000.0
500,Excellent,2018,Fiat,WW au Maroc,52499.5,Oui,5,,Kénitra,Automatique,8 CV,185000.0
Levante,Excellent,2018,Maserati,,82499.5,Oui,5,Diesel,Rabat,,6 CV,124000.0
Logan,Excellent,2016,Dacia,WW au Maroc,164999.5,Non,5,Diesel,Kénitra,Manuelle,,115000.0
IX55,Très bon,2011,Hyundai,WW au Maroc,164999.5,Non,5,Diesel,Casablanca,Automatique,,540000.0
Qashqai,Excellent,2018,Nissan,WW au Maroc,62499.5,Oui,5,Diesel,Rabat,,6 CV,85000.0
Picanto,,2019,Kia,,82499.5,,,Diesel,Casablanca,,12 CV,93000.0
Range Rover Sport,Excellent,2019,Land Rover,WW au Maroc,164999.5,,5,Diesel,Kénitra,,6 CV,235000.0
Classe C,Très bon,2014,Mercedes-Benz,WW au Maroc,104999.5,Non,5,Essence,Casablanca,Manuelle,,90000.0
131,Correct,2004,Fiat,WW au Maroc,224999.5,,5,Diesel,Casablanca,,12 CV,600000.0
Qashqai,Excellent,2016,Nissan,WW au Maroc,124999.5,Non,5,,Casablanca,Automatique,8 CV,265000.0
Focus,,2013,Ford,,144999.5,,,Diesel,Casablanca,,8 CV,68000.0
UP,Très bon,2013,Volkswagen,Importée neuve,72499.5,Oui,5,Diesel,Casablanca,,6 CV,165000.0
250,Très bon,1997,Mercedes-Benz,Dédouanée,194999.5,,5,Diesel,Temara,,6 CV,130000.0
Tucson,,2019,Hyundai,WW au Maroc,92499.5,Oui,5,Essence,Casablanca,Manuelle,,75000.0
Santa Fe,Excellent,2019,Hyundai,WW au Maroc,104999.5,Oui,5,,Nador,Manuelle,8 CV,65000.0
Lanos,Très bon,2000,Daewoo,WW au Maroc,114999.5,,5,,Casablanca,Automatique,6 CV,273000.0
C5,Très bon,2009,Citroen,WW au Maroc,274999.5,Non,5,Diesel,Casablanca,Automatique,,267000.0
Clio,Excellent,2020,Renault,WW au Maroc,7499.5,Non,5,,Meknès,Manuelle,8 CV,25000.0
Maruti,Bon,2009,Suzuki,WW au Maroc,22499.5,Non,5,Diesel,Casablanca,,8 CV,70000.0
Focus,6,2018,Ford,WW au Maroc,92499.5,Oui,5,,Mechra Bel Ksiri,Manuelle,6 CV,157000.0
Touareg,Excellent,2014,Volkswagen,,154999.5,,5,,Khouribga,Manuelle,5 CV,25000.0
Megane 3,Bon,2010,Renault,WW au Maroc,174999.5,Non,5,,Casablanca,Manuelle,6 CV,150000.0
XC40,6,2021,Volvo,WW au Maroc,52499.5,Oui,5,Diesel,Casablanca,,12 CV,148000.0
A7,6,2007,Audi,WW au Maroc,164999.5,Oui,5,Diesel,Salé,Manuelle,,79000.0
Fiesta,Très bon,2016,Ford,WW au Maroc,114999.5,Non,5,Diesel,Fès,Automatique,,310000.0
XC60,,2013,Volvo,,174999.5,,,Diesel,Casablanca,Automatique,,90000.0
Caddy,Excellent,2019,Volkswagen,WW au Maroc,114999.5,Oui,5,,Tanger,Manuelle,6 CV,93000.0
Kangoo,Bon,1999,Renault,WW au Maroc,87499.5,Non,5,nan,Casablanca,,8 CV,135000.0
Panamera,Excellent,2013,Porsche,,154999.5,Non,5,,Fès,Manuelle,8 CV,145000.0
Logan,,2007,Dacia,WW au Maroc,274999.5,Non,5,Diesel,Marrakech,,7 CV,35000.0
TIPO,Excellent,2019,Fiat,WW au Maroc,87499.5,Oui,5,Diesel,Casablanca,,12 CV,320000.0
CLASSE C COUPE,Excellent,2016,Mercedes-Benz,Importée neuve,134999.5,Non,3,Essence,Laâyoune,,8 CV,47000.0
FIORINO,6,2021,Fiat,WW au Maroc,47499.5,Oui,5,,Kénitra,Manuelle,6 CV,125000.0
Polo,Excellent,2007,Volkswagen,WW au Maroc,224999.5,Non,5,Diesel,Sidi Bouzid,,9 CV,385000.0
Polo,,2020,Volkswagen,Importée neuve,42499.5,,5,Diesel,Kénitra,,5 CV,115000.0
Duster,6,2019,Dacia,WW au Maroc,87499.5,Oui,5,Essence,Agadir,,8 CV,59000.0
Golf,Très bon,2017,Volkswagen,Dédouanée,154999.5,Non,5,Essence,Nador,Automatique,,295000.0
308,Excellent,2018,Peugeot,WW au Maroc,104999.5,Oui,5,Diesel,Kénitra,Automatique,,175000.0
CONNECT,Très bon,2018,Ford,WW au Maroc,124999.5,,3,Diesel,Nador,Automatique,,320000.0
CLASSE GLK,Excellent,2010,Mercedes-Benz,Dédouanée,194999.5,Oui,5,,Kénitra,Automatique,6 CV,168000.0
XSARA,Bon,1998,Citroen,Dédouanée,324999.5,Non,5,Diesel,Kénitra,Manuelle,,125000.0
308,Très bon,2011,Peugeot,WW au Maroc,194999.5,Non,5,,Tanger,Automatique,9 CV,179000.0
Clio,6,2018,Renault,WW au Maroc,87499.5,Non,5,Essence,Bouznika,,8 CV,30000.0
Touran,Très bon,2012,Volkswagen,Dédouanée,224999.5,Non,5,,Fès,Manuelle,6 CV,86000.0
Elantra,Excellent,2018,Hyundai,WW au Maroc,77499.5,,5,Diesel,Temara,Automatique,,110000.0
Duster,6,2016,Dacia,WW au Maroc,134999.5,Non,5,Diesel,Béni Mellal,Manuelle,,146000.0
C5,6,2009,Citroen,WW au Maroc,174999.5,Non,5,Diesel,Kénitra,Manuelle,,165000.0
Dokker,Très bon,2019,Dacia,WW au Maroc,92499.5,Oui,5,Diesel,Temara,,6 CV,109000.0
Kuga,Très bon,2014,Ford,,324999.5,Oui,,,Temara,Manuelle,8 CV,68000.0
Duster,Excellent,2015,Dacia,,164999.5,Oui,,Diesel,Casablanca,,6 CV,115000.0
Kangoo,Très bon,2013,Renault,WW au Maroc,114999.5,Non,5,nan,Rabat,,8 CV,149000.0
Classe C,Excellent,2022,Mercedes-Benz,Importée neuve,12499.5,Oui,5,Diesel,Rabat,nan,,115000.0
Aveo,6,2007,Chevrolet,WW au Maroc,144999.5,,5,Diesel,Taroudant,Manuelle,,100000.0
Dokker,,2019,Dacia,WW au Maroc,104999.5,,5,Diesel,Tanger,Automatique,,860000.0
Velar,6,2018,Land Rover,WW au Maroc,124999.5,Oui,5,Essence,Agadir,Manuelle,,38000.0
Classe C,,2007,Mercedes-Benz,Dédouanée,324999.5,Non,5,,Casablanca,Manuelle,6 CV,108000.0
A8,Excellent,2018,Audi,Dédouanée,92499.5,Oui,5,Diesel,Marrakech,,8 CV,466000.0
3008,Excellent,2018,Peugeot,WW au Maroc,92499.5,Oui,5,Diesel,Casablanca,Automatique,,107000.0
Astra,Excellent,2017,Opel,WW au Maroc,82499.5,,5,Diesel,Casablanca,,12 CV,420000.0
Dokker,Très bon,2018,Dacia,WW au Maroc,154999.5,Non,5,,Fès,Automatique,8 CV,229000.0
Accent,Excellent,2020,Hyundai,WW au Maroc,52499.5,Oui,5,Diesel,Casablanca,,6 CV,164999.0
PASSAT CC,Excellent,2014,Volkswagen,Dédouanée,154999.5,Non,5,,Tanger,Manuelle,6 CV,113000.0
Q5,6,2018,Audi,WW au Maroc,97499.5,Oui,5,Diesel,Casablanca,,6 CV,145000.0
Uno,Bon,1998,Fiat,,7499.5,,5,Diesel,El Kelâa des Sraghna,Automatique,,182000.0
Discovery Sport,Excellent,2017,Land Rover,WW au Maroc,174999.5,Non,5,Diesel,Fès,,8 CV,328000.0
Ranger,Très bon,2016,Ford,WW au Maroc,144999.5,Non,5,,Marrakech,Manuelle,6 CV,25000.0
Dokker,Très bon,2019,Dacia,,72499.5,,,Diesel,Marrakech,,9 CV,190000.0
Range Rover Evoque,Excellent,2017,Land Rover,Dédouanée,92499.5,Oui,5,,Salé,Automatique,9 CV,195000.0
Range Rover Evoque,6,2019,Land Rover,WW au Maroc,144999.5,Oui,5,Diesel,Tanger,nan,,114000.0
Classe CLS,Très bon,2008,Mercedes-Benz,WW au Maroc,274999.5,Non,5,,Casablanca,Automatique,12 CV,340000.0
Micra,Excellent,2018,Nissan,WW au Maroc,42499.5,Oui,5,Diesel,Casablanca,,8 CV,358000.0
WAGON R,Très bon,1997,Suzuki,Importée neuve,224999.5,,5,Diesel,Rabat,Automatique,,105000.0
19,Bon,1995,Renault,Dédouanée,37499.5,,5,Diesel,Casablanca,,6 CV,128000.0
Classe B,Excellent,2008,Mercedes-Benz,WW au Maroc,324999.5,,5,Essence,Nador,,6 CV,35000.0
Classe E,,2018,Mercedes-Benz,,82499.5,,,Diesel,Chichaoua,,7 CV,32000.0
Range Rover Evoque,Excellent,2019,Land Rover,WW au Maroc,164999.5,,5,,Inzegan,Manuelle,8 CV,60000.0
208,Très bon,2018,Peugeot,WW au Maroc,114999.5,Non,5,Diesel,Casablanca,Automatique,,340000.0
Sandero,Très bon,2017,Dacia,WW au Maroc,82499.5,Non,5,Diesel,Casablanca,,8 CV,340000.0
classe_e_coupe,Très bon,2011,Mercedes-Benz,WW au Maroc,144999.5,Non,3,,Marrakech,Manuelle,6 CV,104000.0
Tiguan,Très bon,2016,Volkswagen,Importée neuve,104999.5,,5,,Larache,Manuelle,6 CV,98000.0
308,Excellent,2020,Peugeot,Importée neuve,92499.5,Oui,5,Diesel,Casablanca,Automatique,,145000.0
220,Très bon,2004,Mercedes-Benz,Dédouanée,194999.5,,5,Diesel,Tanger,Automatique,,369000.0
Polo,Très bon,2010,Volkswagen,WW au Maroc,124999.5,Non,5,Diesel,Fès,,6 CV,219000.0
X1,,2016,BMW,,154999.5,,,,Nador,Manuelle,8 CV,93000.0
Range Rover Evoque,,2012,Land Rover,,144999.5,,,,Agadir,Manuelle,6 CV,62000.0
Tiguan,,2018,Volkswagen,,42499.5,,,nan,Casablanca,,8 CV,245000.0
Classe E,,2018,Mercedes-Benz,,67499.5,,,nan,Casablanca,,8 CV,199000.0
Kuga,,2022,Ford,,32499.5,,,Diesel,Agadir,nan,,248000.0
Sportage,,2016,Kia,,134999.5,,,nan,Casablanca,,8 CV,454000.0
Captur,Excellent,2015,Renault,WW au Maroc,114999.5,Non,5,Diesel,Marrakech,nan,,320000.0
C-HR,,2019,Toyota,,42499.5,,,nan,Casablanca,,8 CV,180000.0
A6,,2018,Audi,,104999.5,,,,Fès,Manuelle,6 CV,129000.0
Classe E,,2015,Mercedes-Benz,,144999.5,,,Hybride,Casablanca,nan,,225000.0
Range Rover Evoque,Très bon,2018,Land Rover,WW au Maroc,124999.5,Oui,5,nan,Rabat,,8 CV,290000.0
F-Type,,2022,Jaguar,,7499.5,,,nan,Casablanca,,9 CV,240000.0
sandero_stepway,Très bon,2019,Dacia,WW au Maroc,7499.5,Oui,5,Diesel,Casablanca,,8 CV,320000.0
C35,,2020,DFSK,,2499.5,,,nan,Casablanca,,11 CV,710000.0
Classe B,Très bon,2009,Mercedes-Benz,Dédouanée,184999.5,Non,5,,Marrakech,Manuelle,6 CV,118000.0
C3,,2021,Citroen,,37499.5,,,nan,Agadir,,9 CV,100000.0
C4 Picasso,,2018,Citroen,,77499.5,,,,Rabat,Automatique,8 CV,90000.0
X3,,2016,BMW,,124999.5,,,Diesel,Casablanca,nan,,180000.0
Q5,Très bon,2016,Audi,WW au Maroc,174999.5,Non,5,nan,Marrakech,,6 CV,170000.0
S60,,2018,Volvo,,97499.5,,,Diesel,Casablanca,nan,,257000.0
IGNIS,Excellent,2019,Suzuki,WW au Maroc,37499.5,Non,5,,Mohammedia,Automatique,8 CV,245000.0
Jetta,Bon,2018,Volkswagen,WW au Maroc,82499.5,,5,nan,Casablanca,,8 CV,185000.0
Range Rover Evoque,Très bon,2019,Land Rover,WW au Maroc,92499.5,Oui,5,Essence,Mohammedia,Manuelle,,86500.0
Alto,Bon,2008,Suzuki,,97499.5,Non,,Diesel,Fès,Automatique,,149000.0
Astra,,2015,Opel,,184999.5,,,Diesel,Casablanca,Automatique,,360000.0
205,Excellent,1985,Peugeot,Dédouanée,324999.5,Oui,3,,Agadir,Manuelle,5 CV,30000.0
Discovery,,2018,Land Rover,,134999.5,,,nan,Marrakech,,8 CV,127000.0
PASSAT CC,Très bon,2016,Volkswagen,Importée neuve,194999.5,Non,5,Diesel,Tiznit,Manuelle,,32000.0
canter,6,2019,Mitsubishi,WW au Maroc,67499.5,Oui,3,Diesel,Casablanca,nan,,259000.0
XC60,,2017,Volvo,,164999.5,,,Diesel,Rabat,,8 CV,158000.0
D-MAX,,2021,Isuzu,,82499.5,,,Diesel,Fès,Manuelle,,225000.0
sq5,Excellent,2021,Audi,Importée neuve,32499.5,,5,nan,Casablanca,,8 CV,216000.0
Classe GLC,,2016,Mercedes-Benz,,124999.5,,,nan,Agadir,,10 CV,180000.0
A7,,2015,Audi,,224999.5,,,Diesel,Tanger,,12 CV,720000.0
Caddy,Très bon,2018,Volkswagen,WW au Maroc,77499.5,,5,Diesel,Agadir,nan,,319000.0
Wrangler,,2015,Jeep,,72499.5,,,Diesel,Casablanca,nan,,230000.0
